No,Date/Time,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3],Duration,Date/time end
3242494,2011-11-02 18:10:28,42,0.42 - 1.2 µm,3.695,0.3251,0.021,0.0059,0.015,0.39518,0.3803,0.1119,0.4497,0.0011,0.0013,0.212,0.006,0.482,119.27,1.2916,0.0292,0.838,0.7274,83.5204,0.0356,0.035,0.948,0.3833,0.0104,0.0254,1.0411,0.2249,7.1248,0.0511,0.011,38983.0,2011-11-03 05:00:11
7737865,2012-01-25 16:01:39,42,3.5 - 10 µm,1.706,1.121,0.0025,0.0003,0.0267,0.11544,2.7219,0.2668,0.7701,0.0028,0.0091,0.169,0.001,0.259,289.94,1.176,0.1583,0.2145,1.4409,45.4031,0.3922,0.36,0.204,0.2438,0.0015,0.0225,2.1807,0.0274,0.0024,0.0039,0.003,0.0,2012-01-25 16:01:39
9725228,2010-01-13 14:28:42,42,0.42 - 1.2 µm,11.708,1.5958,0.0031,0.0003,0.2186,0.24202,4.9319,0.4097,0.4559,0.0118,0.0015,0.394,0.014,0.31,113.53,8.5793,0.6393,0.5549,0.2364,126.6377,0.0424,0.061,1.284,0.1854,0.0746,0.0375,3.4351,0.1463,6.3061,2.4853,0.453,181667.0,2010-01-15 16:56:29
14657778,2010-01-15 01:00:51,42,0.42 - 1.2 µm,0.273,0.027,0.001,0.0003,0.0001,0.01169,0.0429,0.0016,0.054,0.0004,0.0,0.059,0.027,0.063,0.44,0.2612,0.0473,0.0201,0.0126,0.3382,0.2155,0.025,0.206,0.0041,0.0345,0.0003,0.0084,0.0023,0.0024,0.1727,0.005,99168.0,2010-01-16 04:33:39
1137612,2010-05-05 19:59:17,42,0.42 - 1.2 µm,20.164,0.4765,0.022,0.0764,0.0621,0.33923,0.4739,0.1369,0.7325,0.0032,0.002,0.334,0.203,0.578,55.04,13.2654,0.7547,0.3643,11.855,85.8819,0.4938,0.093,0.468,0.2196,0.0187,0.0574,1.1783,0.2277,0.1948,0.2566,0.147,110115.0,2010-05-07 02:34:32
13180826,2010-04-15 08:23:19,42,0.05 - 0.14 µm,0.459,0.0429,0.0004,0.0003,0.0183,0.00718,0.0434,0.0038,0.0612,0.0,0.0008,0.07,0.012,0.041,12.87,2.6094,1.0785,0.3086,0.0064,45.0452,0.1574,0.093,0.729,0.1423,0.0603,0.0005,1.4368,0.0079,0.0054,0.8158,0.072,53305.0,2010-04-15 23:11:44
8400252,2011-10-14 00:42:58,42,1.2 - 3.5 µm,6.001,0.8047,0.0058,0.0891,0.3995,0.29211,1.092,0.1983,0.3707,0.0114,0.0038,0.031,0.003,0.04,636.67,13.4608,0.3345,0.351,3.0893,189.7146,0.0594,0.739,1.838,1.2359,0.5389,0.0288,6.5955,0.2232,0.005,0.0041,0.095,0.0,2011-10-14 00:42:58
13716851,2011-09-10 04:30:51,42,0.14 - 0.42 µm,27.917,1.1609,0.0055,0.0011,0.123,1.44114,3.0591,0.2771,1.172,0.0114,0.0001,0.219,0.038,0.317,1323.08,246.3055,0.1328,3.8419,45.3198,1872.1766,0.6554,1.145,3.118,1.8086,0.008,0.0028,19.9194,2.6727,0.1881,4.4198,0.136,0.0,2011-09-10 04:30:51
2805176,2010-02-27 10:51:32,42,0.05 - 0.14 µm,2.626,0.0106,0.0057,0.0003,0.0021,0.00682,0.0165,0.0276,0.1237,0.0074,0.0001,0.027,0.015,0.012,95.67,6.3373,0.4672,0.5266,0.9121,107.4064,0.2153,0.213,1.353,0.5636,0.0027,0.0362,0.4508,0.1138,0.0415,0.1486,0.06,108123.0,2010-02-28 16:53:35
9778480,2010-12-16 07:16:57,42,0.42 - 1.2 µm,3.37,0.3821,0.0615,0.0005,0.0405,0.38282,0.5204,0.0405,0.6784,0.0256,0.0016,0.388,0.046,0.363,204.86,2.1027,0.3922,0.8474,0.1458,43.1037,0.2885,0.047,1.7,0.8589,0.021,0.0497,2.6027,0.7453,4.2958,0.1326,0.118,63892.0,2010-12-17 01:01:49
1991059,2010-01-11 16:58:42,42,0.14 - 0.42 µm,0.749,0.2709,0.0,0.0003,0.0214,0.00927,0.6808,0.1034,0.0434,0.0009,0.0,0.033,0.002,0.008,50.99,1.1369,0.003,0.0351,0.0442,1.2181,0.0931,0.025,0.381,0.0023,0.0152,0.0481,0.1085,0.0012,0.0024,0.0,0.003,204552.0,2010-01-14 01:47:54
5916573,2010-07-13 06:04:25,42,0.05 - 0.14 µm,0.045,0.0703,0.0087,0.0003,0.0347,0.09684,0.0589,0.0106,0.2301,0.0099,0.0001,0.06,0.016,0.06,1.28,0.0061,0.0081,0.1126,0.0114,0.0045,0.0196,0.09,0.352,0.0125,0.0067,0.0085,0.0127,0.002,0.0024,0.0,0.003,80289.0,2010-07-14 04:22:34
9154394,2011-09-01 09:21:13,42,0.05 - 0.14 µm,2.792,0.3101,0.0217,0.0006,0.1719,0.37778,0.3414,0.0129,0.4595,0.0012,0.003,0.214,0.009,0.135,496.89,10.9937,0.2757,0.1474,0.0531,373.4449,0.2264,0.024,0.297,0.181,0.0015,0.0279,4.8242,0.1503,0.0024,0.0224,0.011,6709.0,2011-09-01 11:13:02
7273122,2012-02-05 11:13:43,42,3.5 - 10 µm,61.215,4.3573,0.0046,0.0497,0.4444,0.18298,8.8148,0.4747,1.1106,0.0245,0.0033,0.28,0.112,0.495,1349.04,100.5769,1.0332,1.4507,37.858,1652.4494,2.5102,2.504,0.944,1.4349,0.0778,0.0578,21.3056,3.2694,0.4207,1.4383,1.699,0.0,2012-02-05 11:13:43
4256080,2011-11-18 15:23:41,42,3.5 - 10 µm,57.473,3.5341,0.04,0.2169,0.3587,0.9518,7.0635,0.8089,3.0714,0.0205,0.0021,0.371,0.002,0.841,312.49,95.8532,0.7977,1.6584,23.562,458.2809,1.0864,3.008,1.65,0.9837,0.002,0.026,11.9951,1.7332,0.0549,8.086,0.441,0.0,2011-11-18 15:23:41
10034294,2010-02-03 04:43:23,42,3.5 - 10 µm,17.087,7.5812,0.0033,0.0132,1.1693,0.58166,16.6101,0.133,1.4872,0.0116,0.0082,0.271,0.065,0.153,101.91,1.9108,0.0023,0.2915,3.9681,21.1113,0.0897,0.149,0.561,0.0124,0.007,0.0138,3.2365,0.1887,0.0024,0.0506,0.01,167020.0,2010-02-05 03:07:03
11122740,2012-02-17 06:43:02,42,0.05 - 0.14 µm,1.369,0.002,0.0117,0.0003,0.0025,0.11081,0.0075,0.0771,0.2661,0.0037,0.0004,0.205,0.024,0.378,129.13,33.163,1.4646,1.9828,8.2426,218.7238,2.2616,0.481,0.733,1.1538,0.0735,0.004,0.3695,0.5888,1.2612,2.9628,0.038,0.0,2012-02-17 06:43:02
1606116,2010-01-24 04:28:12,42,0.05 - 0.14 µm,1.07,0.3166,0.0043,0.0003,0.072,0.02098,0.459,0.029,0.0973,0.0008,0.0001,0.116,0.047,0.212,246.44,7.8096,0.0885,1.387,2.8752,312.2042,0.835,1.16,0.895,0.9542,0.034,0.0893,2.7618,0.0701,2.7252,5.6782,0.123,18700.0,2010-01-24 09:39:52
15560159,2012-02-13 14:13:39,42,3.5 - 10 µm,71.08,1.8934,0.0839,0.2009,0.033,0.32815,2.6931,0.5916,1.6793,0.0699,0.0072,1.168,0.223,1.467,2731.29,199.5244,2.9512,4.6733,16.4559,3299.8335,0.478,0.889,3.389,2.4385,0.0092,0.0728,35.0816,9.6853,9.4275,2.2866,4.528,0.0,2012-02-13 14:13:39
12635141,2010-06-28 03:32:23,42,0.14 - 0.42 µm,8.73,0.5404,0.0093,0.02,0.0253,0.38001,0.9679,0.019,0.5138,0.003,0.0006,0.148,0.009,0.262,742.0,10.0622,0.7213,0.8052,6.4181,662.751,0.0649,0.126,1.737,1.2696,0.0015,0.0107,9.3618,0.3308,1.6194,3.1854,0.023,81207.0,2010-06-29 02:05:50
689572,2011-12-31 15:17:29,42,3.5 - 10 µm,128.154,4.8736,0.0333,0.2446,0.4921,1.81982,9.9927,0.5265,3.1582,0.0645,0.0032,0.463,0.024,0.588,2097.29,269.1392,6.6499,5.9433,33.347,2453.7569,0.5937,0.283,3.476,2.3375,0.0016,0.1472,39.5356,6.698,38.5728,2.8082,2.343,12416.0,2011-12-31 18:44:25
77689,2012-02-16 22:47:47,42,1.2 - 3.5 µm,9.73,0.2648,0.005,0.0047,0.0663,0.65314,0.4037,0.422,0.3471,0.0116,0.0014,0.405,0.128,0.633,352.53,7.5082,0.2176,0.4619,19.4295,297.7498,0.597,0.164,0.125,0.3339,0.0019,0.1333,3.0306,0.107,85.9564,0.0017,0.824,0.0,2012-02-16 22:47:47
1598648,2012-02-20 11:58:00,42,1.2 - 3.5 µm,22.245,0.7114,0.0035,0.0009,0.1993,1.06146,1.2814,0.8353,1.2046,0.0522,0.0006,0.507,0.052,0.698,596.26,63.7973,0.4527,3.287,11.7506,339.8407,2.2225,1.713,1.414,1.9305,0.1636,0.5119,6.9723,0.8602,168.5099,1.8512,1.218,0.0,2012-02-20 11:58:00
3844370,2011-08-25 06:01:54,42,3.5 - 10 µm,11.783,2.7483,0.005,0.0027,0.1068,0.24986,4.3534,0.2538,0.7122,0.0136,0.0006,0.136,0.031,0.283,435.62,9.3755,0.2742,1.3458,0.5854,408.7499,0.0806,0.053,0.464,0.3765,0.4622,0.0259,4.4679,0.2138,0.0188,0.3458,0.008,0.0,2011-08-25 06:01:54
2632086,2011-07-18 08:35:47,42,0.05 - 0.14 µm,0.254,0.008,0.0101,0.0003,0.002,0.19283,0.0179,0.0432,0.0274,0.0026,0.0,0.226,0.005,0.133,52.71,0.1553,0.9194,0.0736,2.1511,41.3596,0.3685,0.631,0.263,0.2399,0.1685,0.0517,0.1809,0.0262,11.2446,0.1205,0.448,36271.0,2011-07-18 18:40:18
12290051,2011-03-01 08:53:26,42,0.14 - 0.42 µm,14.353,0.0737,0.0077,0.0003,0.0277,0.1495,0.0851,0.037,0.1364,0.0017,0.0001,0.444,0.014,0.494,30.99,6.8779,0.1062,0.7663,0.4191,15.2176,0.1738,0.391,0.646,0.0591,0.0075,0.0024,0.3651,0.0151,0.224,0.1743,0.016,101265.0,2011-03-02 13:01:11
16450352,2010-04-09 00:15:15,42,0.14 - 0.42 µm,0.025,0.001,0.0177,0.0003,0.0001,0.00297,0.0035,0.0012,0.0186,0.0003,0.0004,0.007,0.031,0.008,1.31,0.0003,0.0032,0.0116,0.006,0.0041,0.01,0.024,0.444,0.0052,0.0026,0.0076,0.0088,0.0011,0.0024,0.0,0.014,261180.0,2010-04-12 00:48:15
4300962,2011-12-02 23:18:23,42,3.5 - 10 µm,3.168,0.3364,0.0,0.0005,0.0508,0.68466,0.4798,0.0306,0.161,0.0005,0.0003,0.217,0.001,0.19,151.85,7.4984,0.0099,0.6964,10.5628,24.0677,0.0506,0.028,0.611,0.0103,0.0385,0.0002,0.6063,0.1028,121.3963,0.0,0.243,0.0,2011-12-02 23:18:23
3409075,2010-05-29 03:20:56,42,0.14 - 0.42 µm,8.304,0.162,0.0253,0.0003,0.008,0.04026,0.1725,0.1123,0.5918,0.002,0.0007,0.266,0.058,0.346,169.27,15.5085,2.4509,0.894,1.2765,254.622,1.3,1.327,1.604,0.1729,0.163,0.0745,3.7435,0.5189,11.329,2.0887,0.42,20221.0,2010-05-29 08:57:57
12226211,2012-02-17 05:38:28,42,1.2 - 3.5 µm,4.496,0.1998,0.0204,0.0005,0.0595,0.13491,0.3458,0.1804,0.6696,0.0004,0.0011,0.03,0.003,0.03,93.12,8.3382,0.1696,0.4316,2.0816,189.6923,0.1399,0.024,0.163,0.7322,0.0251,0.0239,1.5117,0.1411,0.1188,1.1489,0.016,0.0,2012-02-17 05:38:28
12469045,2010-02-05 12:36:35,42,0.42 - 1.2 µm,11.463,1.0822,0.0023,0.0036,0.0357,0.32426,2.5199,0.194,0.7995,0.0171,0.0017,0.382,0.011,0.574,27.27,22.4827,0.5397,0.2711,3.7028,18.0391,0.4249,0.797,0.374,0.0608,0.0015,0.0041,1.5005,0.6759,2.1098,6.0568,0.454,63936.0,2010-02-06 06:22:11
2711174,2010-01-14 05:53:00,42,0.42 - 1.2 µm,2.731,0.1389,0.0062,0.0168,0.042,0.04357,0.1187,0.0098,0.1916,0.0026,0.0005,0.231,0.077,0.409,177.7,5.4391,0.5862,0.2794,5.8734,118.4482,0.565,0.108,1.417,0.3358,0.0169,0.0573,1.3219,0.0205,0.0027,0.3229,0.003,216441.0,2010-01-16 18:00:21
5886517,2011-11-22 05:31:48,42,0.05 - 0.14 µm,0.571,0.0366,0.0017,0.0003,0.035,0.07692,0.2415,0.0682,0.1002,0.0022,0.0014,0.352,0.137,0.341,40.22,0.0006,0.0467,0.1131,0.0061,0.6992,0.0113,0.026,0.171,0.0499,0.0015,0.0062,0.3932,0.0028,0.0024,0.0036,0.025,22782.0,2011-11-22 11:51:30
3626938,2012-01-24 18:08:10,42,0.05 - 0.14 µm,0.314,0.0095,0.0104,0.0003,0.0028,0.72067,0.0212,0.0021,0.1771,0.0003,0.0005,0.116,0.006,0.137,10.51,0.0449,0.1828,0.6049,0.0468,3.1887,0.5206,0.058,0.2,0.402,0.0015,0.002,0.0683,0.072,0.5895,0.0109,0.011,0.0,2012-01-24 18:08:10
6514706,2010-07-17 23:41:10,42,0.05 - 0.14 µm,0.161,0.0143,0.0118,0.0003,0.0064,0.05305,0.0471,0.0215,0.1365,0.0009,0.0016,0.011,0.025,0.015,254.69,0.8765,2.2933,0.9421,1.2679,334.5408,0.5504,0.1,1.72,1.0319,0.0359,0.0356,2.0708,0.0467,2.9755,0.0364,0.004,52671.0,2010-07-18 14:19:01
5506154,2010-01-18 04:41:20,42,3.5 - 10 µm,7.419,1.9176,0.002,0.0295,0.0758,0.12863,3.7296,0.2473,0.5911,0.0203,0.0006,0.257,0.136,0.266,511.38,2.0901,0.5677,0.0528,6.9123,125.951,0.1109,0.196,1.467,0.1008,0.039,0.0361,4.7775,0.0218,40.7267,0.0354,1.518,148928.0,2010-01-19 22:03:28
13861249,2011-06-11 04:09:01,42,0.14 - 0.42 µm,0.116,0.0418,0.0001,0.0003,0.0039,0.04954,0.048,0.1927,0.0133,0.0044,0.0,0.033,0.002,0.007,0.03,0.0012,0.0238,0.0172,0.021,0.0004,0.0247,0.027,0.04,0.0021,0.0513,0.0295,0.0003,0.001,0.0025,0.0,0.004,157340.0,2011-06-12 23:51:21
5390790,2010-02-22 19:35:18,42,1.2 - 3.5 µm,6.185,0.3221,0.0003,0.0003,0.0317,0.26491,0.2804,0.3137,0.1912,0.0065,0.0001,0.16,0.099,0.259,70.51,12.9199,0.2423,0.0285,5.1143,24.1225,0.1336,0.046,0.187,0.0597,0.0031,0.0097,0.4485,0.0119,25.5802,0.0006,0.344,74439.0,2010-02-23 16:15:57
576289,2011-07-13 12:14:28,42,0.05 - 0.14 µm,0.427,0.0811,0.0064,0.0003,0.0213,0.02616,0.0725,0.0025,0.0517,0.0003,0.0035,0.074,0.008,0.044,0.16,0.0096,0.024,0.0724,0.0066,0.0581,0.0356,0.039,0.06,0.0072,0.002,0.0001,0.0246,0.0012,0.0024,0.0055,0.003,0.0,2011-07-13 12:14:28
14388202,2011-03-06 22:35:47,42,0.14 - 0.42 µm,1.083,0.1905,0.0081,0.0003,0.0176,0.06799,0.5442,0.0922,0.0628,0.0031,0.002,0.051,0.001,0.02,30.61,8.9532,0.2118,0.9068,0.2093,13.2177,0.0173,0.025,0.825,0.0336,0.0843,0.0106,0.577,0.0171,3.0861,0.1175,0.004,36134.0,2011-03-07 08:38:01
2175837,2010-01-17 03:17:17,42,0.14 - 0.42 µm,2.651,0.1858,0.0044,0.0003,0.0746,0.33155,0.4943,0.0882,0.2077,0.0,0.0005,0.078,0.016,0.084,0.1,0.0,0.0019,0.0,0.0182,0.0021,0.0116,0.024,0.104,0.0042,0.0296,0.0111,0.007,0.001,0.0091,0.001,0.024,261180.0,2010-01-20 03:50:17
373479,2010-12-15 07:04:36,42,0.42 - 1.2 µm,4.637,0.0538,0.0169,0.0013,0.009,0.38899,0.0197,0.1317,0.3133,0.0054,0.0,0.156,0.001,0.307,43.51,13.4718,0.0742,0.3156,15.0428,240.7638,0.7164,1.749,0.633,0.5876,0.05,0.0446,0.4809,0.2292,0.0024,0.9271,0.004,0.0,2010-12-15 07:04:36
5896940,2010-01-12 15:58:26,42,0.42 - 1.2 µm,11.735,1.7892,0.0,0.0034,0.2206,0.57009,4.969,0.3449,0.225,0.0104,0.0027,0.272,0.28,0.257,553.97,5.1927,0.1643,0.0479,1.0107,166.0008,0.0504,0.418,0.502,0.0394,0.1113,0.1109,5.423,0.0783,15.5305,2.4101,0.804,94687.0,2010-01-13 18:16:33
243201,2012-01-05 17:53:03,42,0.14 - 0.42 µm,0.128,0.0046,0.0085,0.0003,0.0055,0.01264,0.005,0.007,0.1236,0.0021,0.0003,0.03,0.077,0.042,3.61,0.0016,0.1632,0.0681,0.0367,0.0475,0.1099,0.215,0.116,0.0897,0.0579,0.0025,0.0684,0.0011,0.4284,0.0002,0.016,0.0,2012-01-05 17:53:03
13279885,2010-03-09 19:06:47,42,0.42 - 1.2 µm,0.389,0.1218,0.0308,0.0003,0.0062,0.0499,0.2919,0.1506,0.1153,0.0061,0.0007,0.023,0.009,0.049,69.9,2.6446,1.0195,0.227,6.5459,42.9227,0.2315,0.335,1.308,0.1821,0.0153,0.1528,0.5725,0.0424,0.0026,0.001,0.003,85071.0,2010-03-10 18:44:38
15260302,2011-11-16 22:25:45,42,0.42 - 1.2 µm,8.432,1.0262,0.0041,0.0086,0.1011,0.10455,0.8385,0.1646,0.6324,0.0011,0.0003,0.165,0.014,0.159,151.53,14.7756,0.0109,0.1472,5.419,77.2335,0.4204,0.317,0.08,0.0027,0.2762,0.0077,1.007,0.0086,0.0024,0.0186,0.694,0.0,2011-11-16 22:25:45
16059798,2011-07-12 00:50:07,42,3.5 - 10 µm,62.141,2.0934,0.002,0.1112,0.1779,0.72383,4.3985,0.8141,1.434,0.0388,0.0001,0.96,0.166,1.46,2435.82,241.8507,7.1062,2.7671,48.7105,3465.025,0.9694,2.944,2.438,2.3473,0.1752,0.2253,32.1965,5.5263,146.3299,9.4959,3.196,0.0,2011-07-12 00:50:07
796610,2012-02-14 19:05:09,42,3.5 - 10 µm,2.148,0.7214,0.0122,0.0056,0.0623,0.15018,1.1285,0.1752,0.7311,0.0004,0.0009,0.226,0.001,0.214,84.89,0.8739,0.0507,0.062,0.5146,13.029,0.4811,0.356,0.373,0.0844,0.4378,0.0167,1.0575,0.001,0.0993,0.0001,0.005,0.0,2012-02-14 19:05:09
5289570,2010-08-18 00:25:01,42,0.42 - 1.2 µm,61.357,0.4323,0.0212,0.011,0.0535,0.46015,0.7947,0.2575,0.8788,0.0298,0.0001,0.58,0.346,0.532,198.63,51.5327,4.4698,1.0251,5.4306,309.1742,0.8036,0.395,1.032,0.8638,0.0255,0.0005,4.9679,1.6407,54.3307,9.0171,6.751,131387.0,2010-08-19 12:54:48
9699427,2010-05-09 10:06:42,42,1.2 - 3.5 µm,4.815,0.544,0.02,0.0241,0.103,0.10852,0.9451,0.006,0.4972,0.0009,0.0018,0.193,0.012,0.192,91.29,2.8479,0.1551,0.1892,1.8916,15.1031,0.3038,0.389,0.549,0.0265,0.0022,0.001,0.4494,0.0187,0.0028,0.2429,0.007,39102.0,2010-05-09 20:58:24
9583785,2010-03-07 08:03:43,42,1.2 - 3.5 µm,4.245,0.3078,0.0159,0.0003,0.0139,0.06684,0.2394,0.0426,0.3386,0.0025,0.0001,0.306,0.079,0.293,175.34,4.2244,1.9942,1.8305,0.0872,111.4609,0.1177,0.13,1.879,0.5172,0.0604,0.002,1.7058,0.2569,0.0078,2.68,0.259,18754.0,2010-03-07 13:16:17
12145429,2010-01-11 16:44:50,42,3.5 - 10 µm,31.622,3.042,0.0007,0.0003,0.2193,0.02971,5.5332,0.0956,0.6308,0.0047,0.0006,0.145,0.055,0.257,449.07,15.8116,2.1508,0.8898,28.984,516.5644,1.1764,0.756,0.403,0.2539,0.0548,0.052,5.5494,1.4991,56.6356,0.4736,0.251,122786.0,2010-01-13 02:51:16
16633130,2011-04-02 01:35:06,42,3.5 - 10 µm,50.077,1.3066,0.0069,0.0003,0.2944,0.20275,2.2416,0.0672,0.789,0.005,0.0024,0.372,0.099,0.356,509.22,49.1225,0.101,1.8234,35.265,566.6932,0.0971,0.247,1.147,0.3746,0.0174,0.0001,13.5177,0.7776,4.62,2.6784,0.178,71284.0,2011-04-02 21:23:10
13450759,2011-04-21 17:11:32,42,3.5 - 10 µm,142.826,4.4894,0.0204,0.2076,0.9199,0.44891,6.0341,0.2694,2.3898,0.0194,0.0008,0.462,0.011,0.674,578.11,38.433,0.8883,2.9874,29.076,605.4849,2.0873,0.28,0.662,1.3082,0.0015,0.0322,26.6758,3.5148,0.517,3.4339,0.374,19487.0,2011-04-21 22:36:19
16178177,2010-01-13 14:28:40,42,1.2 - 3.5 µm,5.828,2.3378,0.0094,0.0211,0.365,0.4006,4.6239,0.4362,0.4998,0.0196,0.0008,0.18,0.058,0.13,227.95,2.0013,0.3319,0.1329,8.0656,53.9084,0.2201,0.287,0.498,0.0355,0.0106,0.2098,3.4937,0.0072,30.7033,0.0003,0.564,117214.0,2010-01-14 23:02:14
5108860,2010-02-03 08:02:42,42,1.2 - 3.5 µm,0.048,0.2314,0.001,0.0003,0.0129,0.01437,0.2356,0.0159,0.2652,0.0003,0.0002,0.024,0.006,0.047,26.76,0.022,0.4979,0.0315,0.074,2.5315,0.0532,0.028,0.055,0.0044,0.0845,0.0165,0.2312,0.0039,2.2685,0.0059,0.028,59160.0,2010-02-04 00:28:42
5012964,2010-12-10 15:29:26,42,1.2 - 3.5 µm,10.459,0.1124,0.0073,0.0014,0.0233,0.23995,0.1638,0.0544,0.874,0.0151,0.0003,0.285,0.205,0.632,90.99,15.4782,2.0141,0.4133,3.2873,160.4999,1.1782,0.128,0.393,0.3868,0.0019,0.0034,0.6988,0.1291,0.1547,1.5327,0.161,29128.0,2010-12-10 23:34:54
4660091,2010-10-14 15:00:49,42,3.5 - 10 µm,142.4,5.1573,0.037,0.1543,0.3673,0.60486,9.8433,0.7796,2.7962,0.0805,0.0032,1.282,0.26,2.107,1063.28,219.3806,2.0557,2.5937,15.2367,1589.0155,0.8993,1.28,2.79,0.9256,0.0021,0.0213,26.6664,8.3702,46.1932,20.9829,1.874,13531.0,2010-10-14 18:46:20
3904189,2010-04-30 16:01:42,42,0.42 - 1.2 µm,25.888,0.2358,0.0074,0.0004,0.0369,0.09778,0.3093,0.245,0.9263,0.0108,0.0008,0.157,0.126,0.259,922.29,50.4849,1.3193,1.3265,25.1273,811.1063,0.9675,0.742,1.784,0.4287,0.0827,0.0196,7.7372,2.2798,0.5786,0.6842,0.994,88996.0,2010-05-01 16:44:58
4961809,2011-03-08 06:12:13,42,0.42 - 1.2 µm,63.636,0.8707,0.004,0.0003,0.0137,0.20191,1.6465,0.2652,0.5262,0.0355,0.0007,1.123,0.005,0.785,1113.47,143.9837,0.9326,4.1857,6.2099,758.9093,0.5739,0.784,1.971,0.7143,0.0015,0.0033,11.3363,2.5089,1.0521,8.5212,0.135,0.0,2011-03-08 06:12:13
16146445,2011-12-18 08:48:42,42,3.5 - 10 µm,18.162,3.3866,0.018,0.0168,0.3038,0.50004,5.8245,0.3287,1.5803,0.0093,0.0018,0.6,0.035,0.618,214.35,4.5654,0.0283,0.5782,2.2392,129.9362,0.8942,0.647,0.818,0.1235,0.0144,0.0041,1.8303,0.5749,0.0024,0.0225,0.043,0.0,2011-12-18 08:48:42
9005328,2012-02-20 11:58:00,42,3.5 - 10 µm,71.628,1.3701,0.0411,0.1204,0.1973,0.73988,2.7623,0.2444,1.2376,0.0231,0.0066,0.443,0.148,0.766,2950.97,135.8029,1.6663,2.2844,14.229,3129.7108,0.9135,0.491,3.563,3.9704,0.0015,0.0218,37.6579,5.3138,19.0471,3.7186,0.085,0.0,2012-02-20 11:58:00
384048,2012-02-20 11:58:00,42,0.05 - 0.14 µm,17.213,0.7407,0.0647,0.0029,0.0996,0.59124,0.8712,0.1057,0.7141,0.0119,0.0011,0.364,0.007,0.639,172.98,18.4227,0.1128,0.9975,0.8024,242.8799,0.287,0.029,0.21,0.3294,0.0019,0.0056,5.2512,0.904,0.0024,0.053,0.115,0.0,2012-02-20 11:58:00
13009404,2010-03-15 12:25:53,42,0.42 - 1.2 µm,0.224,0.2078,0.0042,0.0003,0.0119,0.04127,0.4165,0.091,0.091,0.0001,0.0006,0.013,0.005,0.006,12.18,0.1567,0.0025,0.0106,0.0099,4.3619,0.6224,0.045,0.083,0.0201,0.0015,0.0252,0.0299,0.001,0.0025,0.0001,0.003,29031.0,2010-03-15 20:29:44
5386792,2010-09-02 16:05:42,42,3.5 - 10 µm,48.725,4.4074,0.0113,0.0893,0.2097,0.14198,5.4938,0.2706,1.2748,0.0322,0.0027,0.322,0.044,0.403,854.88,40.0903,0.2227,1.8557,15.7094,624.973,0.6375,2.112,2.147,1.228,0.0022,0.097,24.6334,3.6808,2.7576,4.5025,0.183,0.0,2010-09-02 16:05:42
9546792,2010-04-03 17:03:02,42,0.14 - 0.42 µm,39.737,1.5287,0.0509,0.0005,0.2536,0.39897,2.8952,0.1533,1.1353,0.0065,0.0009,0.246,0.015,0.501,1097.63,181.3661,2.4841,4.0318,41.6827,2060.0587,1.4902,1.45,2.583,0.8187,0.0174,0.0685,14.4945,2.768,60.9136,4.6428,0.167,0.0,2010-04-03 17:03:02
4311688,2010-08-24 12:43:54,42,3.5 - 10 µm,157.52,7.1669,0.0126,0.0189,1.2587,0.37565,13.3805,0.8291,3.1459,0.0396,0.0051,0.476,0.018,0.648,1529.39,72.4638,1.6977,2.6846,1.1221,1616.6426,0.6703,0.877,1.146,2.041,0.0902,0.0236,30.8757,1.6357,0.0725,9.6873,0.441,0.0,2010-08-24 12:43:54
5318043,2011-12-14 01:48:59,42,0.14 - 0.42 µm,5.904,0.169,0.0287,0.0007,0.0185,0.37122,0.3458,0.0891,0.5909,0.0053,0.0039,0.091,0.05,0.262,77.02,12.2213,0.1232,0.8603,3.7202,74.4175,0.0591,0.047,0.829,0.1709,0.0495,0.0705,1.4433,0.1098,3.4334,0.0705,0.04,0.0,2011-12-14 01:48:59
12552359,2010-03-02 06:39:13,42,0.14 - 0.42 µm,5.874,0.1391,0.0019,0.0003,0.1295,0.15262,0.1777,0.068,0.5503,0.0072,0.0,0.335,0.001,0.118,291.09,5.8493,1.6261,1.9847,0.5556,411.8577,0.8784,0.47,0.55,0.5732,0.2727,0.0205,4.9559,0.3391,91.439,0.5595,1.261,45903.0,2010-03-02 19:24:16
11773883,2010-07-27 22:58:42,42,0.14 - 0.42 µm,5.125,0.7972,0.0,0.0003,0.0794,0.41217,1.3958,0.2167,0.2161,0.003,0.0005,0.422,0.023,0.27,15.57,0.4429,0.0144,0.3196,0.3044,2.3361,0.1769,0.231,0.208,0.0086,0.0073,0.0215,0.3672,0.0174,4.4528,0.0001,0.008,62964.0,2010-07-28 16:28:06
