,Unnamed: 0.1,Unnamed: 0,No,Date/Time,Date/time end,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3]
67,11123377,51,1305,2010-11-19 18:55:06,2010-11-19 19:55:06,42,1.2 - 3.5 µm,0.32,0.0016,0.0018,0.0006,0.2022,0.03924,0.2258,0.0057,0.0076,0.0573,0.0013,0.366,0.494,0.29,2.79,10.9149,0.0388,0.4069,0.0636,5621.9877,0.2204,0.024,0.663,0.2018,0.1193,0.0006,0.0619,19.3699,0.0024,1.3899,0.003
68,4971031,6,953,2010-02-18 17:47:47,2011-02-09 20:50:18,42,0.14 - 0.42 µm,55.429,0.0271,0.0275,0.0004,0.4357,0.00634,1.5503,0.007,5.7969,0.0016,0.0001,1.196,0.039,0.207,307.15,294.7182,2.7638,0.7943,8.5188,5.8276,0.01,0.091,0.217,0.0065,0.0423,0.0319,0.234,0.0011,0.0024,0.0219,0.008
69,9236614,1,1268,2011-05-12 17:20:02,2011-05-12 18:20:02,42,0.05 - 0.14 µm,0.624,0.0005,0.0159,0.0022,0.9337,0.00278,3.4915,0.0019,0.28,0.0056,0.0149,0.468,0.013,0.128,1.8,12.5935,0.5508,0.4763,0.784,435.6732,0.0546,0.082,0.757,0.0089,0.0016,0.3301,0.0039,0.0048,0.0034,0.0025,0.332
70,13444854,0,863,2010-01-21 16:58:49,2012-02-08 20:29:09,42,0.14 - 0.42 µm,8.396,3.6136,0.0541,0.0065,0.0088,0.00301,0.7096,0.1144,0.9706,0.0001,0.0011,0.312,0.05,0.047,26.68,0.0046,0.4346,2.2321,0.0108,166.9175,0.1389,0.32,1.101,0.1211,0.0044,0.0337,3.5207,0.0945,3.9732,0.0011,0.359
71,7599613,93,1529,2010-01-12 04:58:20,2010-12-31 16:09:46,42,0.05 - 0.14 µm,2.794,0.0026,0.0108,0.0874,1.6546,0.0027,1.6601,0.0169,0.6145,0.0023,0.0001,2.199,0.017,0.243,4234.82,0.4632,0.2513,10.8855,7.416,2.2425,0.0235,0.414,0.167,0.0153,0.0018,0.0124,0.0054,0.0048,0.0424,0.442,0.005
72,13278741,161,1274,2012-02-13 07:11:28,2012-02-13 08:11:28,42,1.2 - 3.5 µm,144.42,0.0003,0.0032,0.0003,0.0021,0.0042,1.5068,0.0255,1.0317,0.0002,0.0001,1.499,0.036,0.218,0.26,60.7758,0.917,0.1416,0.1497,365.644,0.0558,0.117,1.321,0.003,0.0015,0.0578,0.8423,0.0021,15.4086,0.0006,0.003
73,10085334,0,1553,2011-11-30 21:47:46,2011-11-30 22:47:46,42,1.2 - 3.5 µm,2.506,0.3144,0.0017,0.0077,0.0069,0.0027,0.139,0.0023,0.1847,0.0011,0.0001,1.913,0.009,0.34,763.68,0.0295,10.9987,0.2357,0.006,0.1806,0.0116,0.026,2.08,0.0679,0.0143,0.176,4.8144,12.5134,0.1487,0.0011,1.446
74,14738415,60,1140,2011-12-28 19:50:28,2011-12-28 20:50:28,42,0.14 - 0.42 µm,43.279,0.3443,0.1074,0.0004,0.4577,0.00293,0.0374,0.1016,1.0276,0.0004,0.0029,0.271,0.098,0.366,3.49,0.4824,1.1381,1.1712,0.3795,24.0743,0.3595,0.024,2.472,0.0039,0.0083,0.0059,0.0062,0.7049,0.0024,0.0008,0.014
75,6876842,636,900,2010-01-15 06:47:53,2011-10-07 11:40:07,42,1.2 - 3.5 µm,0.356,0.005,0.0022,0.0008,0.0572,0.00271,0.008,0.0276,0.6494,0.0012,0.0001,0.259,0.002,0.182,516.17,0.2733,0.4337,0.0386,1.4562,2434.6822,1.3992,0.181,1.287,0.0468,0.062,0.0084,0.0287,7.7682,0.0024,0.002,0.524
76,10134374,7,942,2010-01-13 09:00:56,2010-10-18 02:38:45,42,0.42 - 1.2 µm,42.106,0.1706,0.0289,0.0004,0.1428,0.02577,0.533,0.0057,0.2987,0.0003,0.0023,0.303,0.006,0.007,14.83,0.3537,0.8652,0.5679,282.025,1497.6164,0.01,0.024,0.896,0.0238,0.0686,0.0117,0.3618,0.0186,66.8182,0.0006,0.003
77,872041,649,1119,2011-02-09 02:24:52,2011-02-09 03:24:52,42,0.42 - 1.2 µm,1.244,0.0006,0.0003,0.0004,0.6499,0.42066,0.0029,1.9282,0.3792,0.0003,0.0001,0.009,0.001,0.45,3009.3,1.4848,0.1047,1.2097,2.6551,4.0389,0.0246,0.396,0.384,0.0541,0.0381,0.0233,0.5451,16.7351,68.8118,0.9741,0.003
78,13465956,529,1057,2010-02-11 14:39:48,2010-02-11 15:39:48,42,0.42 - 1.2 µm,4.006,0.0077,0.0025,0.1313,0.021,0.00999,0.0036,0.0337,5.15,0.0119,0.0002,0.591,0.001,0.557,35.69,67.7437,1.5573,1.0524,43.0996,2.8489,0.6223,0.697,1.134,0.5214,0.1264,0.3183,45.1791,0.329,2.8363,0.1993,0.003
79,9289073,3,1425,2010-11-30 09:17:47,2012-02-05 23:53:03,42,1.2 - 3.5 µm,39.663,0.0009,0.2015,0.0422,0.0003,0.05515,0.1323,0.1025,1.5986,0.0049,0.0065,0.492,0.003,0.148,5.09,0.1618,0.0049,0.2067,0.0337,2.2336,0.6232,0.05,1.518,0.0054,0.0392,0.0065,0.052,0.0136,13.3866,0.0003,0.061
80,5938155,145,1234,2012-01-10 05:11:13,2012-01-10 06:11:13,42,0.14 - 0.42 µm,0.382,9.6248,0.0562,0.0003,0.0427,0.01491,0.0032,0.029,0.3435,0.0313,0.0002,0.561,0.067,0.133,2693.8,50.5928,0.0018,1.4747,0.5027,602.3365,0.0332,0.071,1.937,0.0025,0.1087,0.0003,0.0028,0.278,219.5803,0.0013,0.003
81,3658498,2,996,2011-12-12 18:58:44,2011-12-12 19:58:44,42,3.5 - 10 µm,3.887,0.0154,0.0065,0.0003,0.0211,0.11157,0.1299,0.0011,0.3355,0.0,0.0001,1.008,0.002,0.166,5.69,23.5859,0.0468,0.1633,2.8102,101.751,0.0889,0.051,0.424,0.0063,0.0366,0.0828,0.0024,0.0154,0.0104,0.0006,0.024
82,3103679,43,1521,2010-01-13 04:06:26,2012-01-22 14:22:08,42,0.14 - 0.42 µm,1.337,0.0002,0.0007,0.0117,0.1565,0.0027,0.5503,0.0428,2.1703,0.0001,0.0001,2.822,0.064,0.238,18.92,0.0842,0.4736,6.1611,3.0099,0.0006,0.1403,0.128,0.504,0.141,0.0016,0.0417,12.8643,2.1473,79.4564,0.0007,0.003
83,3124302,608,1434,2012-02-15 23:19:29,2012-02-16 00:19:29,42,1.2 - 3.5 µm,101.236,0.5033,0.0016,0.0003,0.0037,0.00997,1.2311,0.7118,0.3952,0.0217,0.034,0.963,0.001,0.167,779.06,0.0125,1.3327,4.7454,0.006,1.9663,0.0457,0.024,0.236,0.0208,0.1528,0.0286,0.0101,0.0183,0.0024,0.0006,0.003
84,951872,308,987,2010-01-12 15:13:27,2010-01-12 17:16:00,42,0.14 - 0.42 µm,8.064,0.0004,0.0217,0.0126,0.0009,2.3388,0.7268,0.0404,0.1738,0.0009,0.0014,1.034,0.003,0.324,10.84,119.8379,18.2609,0.1255,51.6209,499.257,11.2916,0.047,0.292,0.0131,0.0041,0.0132,0.6562,0.0031,66.6053,0.0015,0.003
85,9337110,26,1123,2011-04-30 15:32:15,2011-04-30 16:32:15,42,1.2 - 3.5 µm,2.028,0.0,0.0414,0.0004,0.0012,0.11251,0.0612,0.3222,0.3512,0.0074,0.0055,0.943,0.003,0.251,4.83,0.0013,0.3512,1.0246,0.4284,577.9513,0.0116,0.208,1.243,0.0172,0.0017,0.0002,0.1865,0.0077,0.0034,0.0021,0.003
86,13584543,303,1491,2010-01-12 11:01:52,2010-12-09 06:59:53,42,3.5 - 10 µm,10.527,0.0819,0.0003,0.0709,0.0512,0.0776,1.1378,0.0357,0.2455,0.0,0.0001,0.743,0.047,0.652,2808.32,0.4824,0.004,0.994,0.006,1.4656,0.101,0.024,0.735,0.057,0.0015,0.0223,0.9173,0.0017,4.057,0.0031,1.685
87,1109512,76,1017,2010-02-19 13:17:20,2010-02-19 14:17:20,42,0.42 - 1.2 µm,0.265,0.0529,0.0108,0.0778,0.0084,1.26117,0.0202,0.2856,0.8628,0.0097,0.0001,0.312,0.008,0.302,1814.59,5.4364,2.9525,0.4412,0.006,94.6254,0.1153,0.029,0.955,0.0069,0.0917,0.0466,0.1324,0.0025,269.1069,0.0018,0.003
88,3130606,186,1408,2010-09-29 01:26:15,2012-01-10 02:03:47,42,0.14 - 0.42 µm,45.418,0.0096,0.0017,0.0059,0.0932,0.03996,8.471,0.2158,0.8784,0.0162,0.0001,1.726,0.684,0.22,5497.8,100.1072,3.84,3.9752,0.0134,13.8316,0.1265,0.066,5.002,0.0082,0.0015,0.005,0.0049,0.001,0.0024,0.0336,0.014
89,8069299,147,1385,2011-04-30 16:28:46,2011-12-06 00:50:39,42,0.14 - 0.42 µm,7.408,0.1813,0.0234,0.0003,0.1839,0.00355,0.0029,1.1856,0.3499,0.0086,0.0001,0.208,0.014,2.008,3.32,0.4665,0.0065,0.3521,0.0088,147.8608,0.01,0.024,0.752,0.0281,0.0015,0.0051,0.061,1.2551,1.8914,0.0012,0.655
90,5518009,352,1115,2010-01-12 19:06:21,2012-01-28 23:20:59,42,1.2 - 3.5 µm,91.44,0.0,0.0458,0.0557,0.3533,0.0032,0.0448,0.1085,4.5227,0.0072,0.0002,0.492,0.005,0.185,17.76,0.6108,24.3337,0.1717,0.006,21.7455,0.0179,0.091,0.661,0.7721,0.0542,0.0025,0.0317,0.0673,332.922,0.0009,0.004
91,8103412,1,1336,2010-01-13 05:16:38,2010-01-13 06:16:38,42,0.42 - 1.2 µm,1.468,0.0002,0.0001,0.0003,0.0203,0.28549,0.1006,0.0026,3.1681,0.0524,0.0001,0.049,0.001,0.211,4319.59,57.3104,6.8298,1.8977,6.2827,328.9448,0.0268,0.061,0.435,0.0112,0.0015,0.0234,0.0855,0.114,0.0024,0.0005,0.003
92,4904656,106,1236,2011-12-12 20:28:51,2011-12-12 21:28:51,42,0.05 - 0.14 µm,9.906,0.0,0.0071,0.0005,0.7927,0.00661,0.0861,0.1906,0.3071,0.0001,0.0002,0.013,0.006,0.248,18.24,1.4866,0.897,1.7876,0.6336,5.8053,0.0235,0.112,0.998,0.0255,0.0122,0.0158,0.1437,0.1592,0.0137,0.005,0.004
93,16122116,1,848,2010-01-13 04:07:17,2012-02-12 08:42:45,42,3.5 - 10 µm,108.811,0.1784,0.0034,0.0003,0.0076,0.01073,0.5232,0.2768,0.4891,0.0134,0.0002,0.989,0.004,0.1,20.08,0.3298,0.0556,1.3006,0.0812,0.4687,0.0568,0.024,0.219,0.0167,0.0019,0.075,0.9659,0.0016,11.1899,0.0024,10.912
94,12061092,10,974,2011-02-10 07:20:10,2011-02-10 08:20:10,42,0.14 - 0.42 µm,2.144,0.5585,0.006,0.03,0.0028,0.02472,0.8863,0.2403,0.7102,0.0,0.0001,0.497,0.002,0.254,6.02,4.0068,5.2267,0.5615,15.1493,0.1438,0.0126,0.13,0.76,0.0125,0.0183,0.0107,0.1007,0.008,0.0701,0.0038,0.003
95,6830182,51,1147,2010-01-14 02:28:00,2011-01-21 20:26:28,42,3.5 - 10 µm,0.106,0.6825,0.0836,0.0084,0.1976,0.0027,0.0046,0.203,0.0222,0.0088,0.0002,0.167,0.011,0.165,20.58,60.9816,0.0692,23.6482,0.0847,1.881,0.0321,0.038,0.239,0.019,0.0015,0.0013,0.6006,0.0935,5.2805,0.0011,0.003
96,15583137,1,1544,2010-01-12 02:37:36,2011-01-14 20:58:49,42,0.42 - 1.2 µm,18.471,0.7278,0.0819,0.119,0.0241,0.00417,3.1937,0.0118,0.7674,0.0125,0.0002,0.256,0.133,1.267,0.0,3.2011,0.4096,0.9971,73.92,521.5799,0.3001,0.217,3.641,0.0029,0.0346,0.0347,0.027,0.0606,0.0024,0.0015,0.098
97,8551486,1,930,2011-05-22 22:49:57,2012-01-16 15:19:09,42,0.05 - 0.14 µm,4.223,0.0001,0.0006,0.0152,0.0167,0.06132,0.0873,0.6237,1.2234,0.0,0.0002,0.508,0.004,0.149,29.37,0.4679,0.0071,0.1714,0.143,18.7158,0.079,0.064,8.993,0.0029,0.1796,0.0001,0.0043,28.1594,0.2929,0.0005,0.101
98,7138532,175,1388,2012-02-16 12:27:51,2012-02-16 13:27:51,42,0.05 - 0.14 µm,11.539,0.0001,0.0075,0.0003,0.005,0.09391,0.0538,0.15,0.4744,0.0,0.0003,0.76,0.006,0.024,2322.27,0.0696,2.1337,5.7349,0.006,404.3006,2.346,0.033,0.919,1.6871,0.0604,0.0611,0.0526,0.0035,6.971,0.0081,0.003
99,14149227,34,1019,2010-01-12 13:42:06,2010-02-19 17:12:44,42,0.42 - 1.2 µm,0.443,0.0,0.0014,0.1935,0.2491,0.04621,0.129,0.0018,0.1147,0.0,0.0002,0.252,0.04,0.013,286.59,7.9896,0.5336,0.0178,0.0103,0.3362,0.0299,0.024,0.82,0.0131,0.0027,0.0283,0.0438,42.2322,0.9661,0.003,0.003
100,14781570,216,1169,2010-10-15 02:30:34,2010-12-11 19:31:41,42,3.5 - 10 µm,62.256,0.046,0.0022,0.0004,0.4579,0.0687,10.3341,0.7835,0.3975,0.0001,0.0001,0.197,0.001,0.087,49.07,0.091,0.0651,0.2064,0.006,36.0769,0.0401,0.033,1.425,0.0936,0.0015,0.0003,0.0111,0.0021,0.0024,0.0012,0.003
101,7560129,2,1492,2011-10-14 10:58:23,2011-10-14 11:58:23,42,0.05 - 0.14 µm,17.947,0.0041,0.0516,0.078,0.9375,0.0027,7.6143,1.0019,0.0288,0.0001,0.0017,0.256,0.017,0.534,493.52,167.9169,2.4197,2.331,13.8248,0.0947,0.7467,0.024,0.233,0.1104,0.2296,0.0798,1.3345,0.006,332.922,0.1049,0.003
102,16252465,1,1082,2010-02-10 04:26:52,2010-09-20 00:37:04,42,1.2 - 3.5 µm,103.048,0.332,0.0086,0.0003,0.0022,0.04711,0.0366,0.0024,0.6168,0.0002,0.0002,0.219,0.006,0.083,17.17,0.2513,0.1041,0.1824,0.2705,0.0964,0.012,0.024,3.187,0.0273,0.0015,0.0024,0.099,0.0027,0.9961,0.0008,0.221
103,3445168,9,1313,2010-01-24 23:57:59,2010-01-25 00:57:59,42,3.5 - 10 µm,140.811,0.3465,0.005,0.0003,0.0287,0.03049,2.4654,0.821,0.3757,0.0002,0.0001,0.298,0.289,0.462,4740.82,0.0656,1.0308,0.026,3.104,0.0,0.1878,0.024,0.813,0.0862,0.0015,0.0036,0.0147,0.0024,0.0024,0.0005,0.145
104,8864521,4,1349,2011-02-19 01:04:36,2012-01-02 04:16:25,42,3.5 - 10 µm,40.132,0.0,0.0302,0.1094,0.0002,0.00275,15.8926,0.3937,0.8317,0.0015,0.0001,0.831,0.118,0.111,186.26,0.0696,0.0172,1.5106,0.9666,6.1964,0.0447,0.189,1.14,0.0033,0.0015,0.0037,4.6977,0.0845,0.6046,0.0005,0.003
105,7613574,502,1449,2010-02-06 01:56:41,2010-02-06 02:56:41,42,0.14 - 0.42 µm,0.253,0.0484,0.0069,0.0084,0.0051,0.00271,0.0594,0.1974,0.2153,0.003,0.0035,0.283,0.068,0.094,669.38,1.6484,0.257,1.9142,0.0064,8.9904,0.01,0.363,0.263,0.0044,0.0015,0.0991,0.0466,11.8808,0.3018,0.0029,0.003
106,4593785,45,1501,2010-02-09 21:48:04,2010-11-06 07:06:25,42,0.42 - 1.2 µm,1.631,0.0322,0.0317,0.057,0.0088,0.12804,0.5805,0.5422,4.0436,0.0508,0.0038,0.067,0.02,0.261,2584.61,0.8992,0.0018,0.1604,0.0107,1278.8147,0.0798,0.028,0.67,0.002,0.0119,0.158,0.5423,33.6831,11.1021,0.0039,0.003
107,11598371,33,1148,2010-02-03 07:08:12,2011-10-31 16:22:31,42,0.14 - 0.42 µm,3.743,1.6334,0.0339,0.2463,0.0457,0.02658,0.0031,0.0054,0.3426,0.001,0.0001,0.86,0.08,1.768,5.02,24.2637,0.1028,0.4163,8.6455,1500.5504,0.0117,2.479,1.449,0.004,0.0016,0.0576,0.0355,0.004,14.2815,0.0011,0.003
108,10320206,13,1038,2010-02-09 00:38:08,2010-02-09 01:38:08,42,0.14 - 0.42 µm,15.118,0.4049,0.1828,0.0066,0.0003,0.58376,0.4423,0.1393,0.532,0.0006,0.0173,0.459,0.006,0.157,107.16,0.4393,0.0216,1.81,1.6619,30.7159,0.1802,0.032,0.301,1.0295,0.0416,0.0133,53.3818,0.0026,3.7527,0.0034,0.003
109,4788996,2,1487,2010-02-22 01:32:37,2010-02-22 02:32:37,42,1.2 - 3.5 µm,11.835,0.0011,0.0268,0.0635,0.0203,0.01108,0.1328,0.0432,1.0755,0.0207,0.005,0.245,0.026,0.457,43.22,2.0222,0.3541,0.5337,0.1061,1069.5835,0.1418,0.267,0.117,0.0041,0.0016,0.0735,6.5781,41.8711,0.0024,0.0258,7.646
110,3658969,3,1320,2011-01-07 02:09:02,2011-12-14 03:24:00,42,1.2 - 3.5 µm,6.907,0.4417,0.0171,0.0191,0.0015,0.01394,2.1496,0.0365,0.7271,0.0161,0.0001,0.361,0.005,0.217,19.39,129.8453,0.018,3.2091,31.6706,222.5421,0.1284,0.031,2.537,0.0144,0.0037,0.0033,0.0101,0.0432,0.3812,0.0007,0.559
111,4955653,505,1090,2010-03-14 22:28:54,2010-03-14 23:28:54,42,0.14 - 0.42 µm,0.301,0.1478,0.1116,0.311,0.0,0.00953,0.6034,0.0022,0.3124,0.0001,0.0002,0.292,0.004,0.091,11.53,4.7844,3.8812,0.008,0.006,1.8312,0.0513,0.065,2.194,0.006,0.6698,0.1669,0.0327,2.6194,2.1062,0.0006,0.007
112,5036232,54,850,2010-01-12 16:19:15,2010-01-12 17:16:00,42,0.05 - 0.14 µm,18.195,0.001,0.0028,0.1399,0.0989,0.01416,5.9508,0.608,0.8659,0.0075,0.0002,0.451,0.047,1.218,2067.03,0.1281,7.944,2.0079,108.9288,1084.4512,0.1476,1.024,0.86,0.0092,0.0689,0.0608,0.0203,0.1694,0.0128,11.6335,0.003
113,16292540,468,1201,2010-10-17 23:13:20,2010-10-18 00:13:20,42,1.2 - 3.5 µm,145.277,0.0001,0.0523,0.0394,0.1182,0.00835,1.3063,0.5813,3.402,0.0011,0.0001,0.591,0.007,0.391,322.47,0.8924,5.2572,2.0378,6.2468,44.8318,0.0489,0.368,0.59,0.0078,0.081,0.0013,0.0076,0.0581,0.0727,0.0007,0.016
114,9471066,23,1517,2010-01-14 03:58:41,2011-12-25 18:30:21,42,0.14 - 0.42 µm,77.212,0.0019,0.0006,0.0061,0.3269,0.0027,0.0722,0.0017,0.5459,0.0004,0.0001,0.087,0.001,1.006,17.74,0.0967,0.2727,4.671,0.5576,0.1245,0.0279,0.175,0.643,0.1113,0.0015,0.101,0.0099,0.1998,9.7138,0.017,0.019
115,949201,0,1546,2010-01-12 02:27:13,2010-01-12 17:16:00,42,0.14 - 0.42 µm,90.175,0.2454,0.0113,0.2983,0.0599,0.0038,0.3053,0.0017,0.7284,0.0048,0.0001,0.29,0.004,0.019,3177.19,0.0289,0.002,0.1393,129.4896,1.617,0.2409,0.079,1.78,0.0866,0.0302,0.0049,0.0363,0.0025,3.5595,0.0003,0.04
116,15794394,64,1439,2010-02-10 19:15:02,2011-12-27 01:23:37,42,0.14 - 0.42 µm,39.877,0.0015,0.2861,0.0003,0.0053,0.00699,0.8385,0.1179,0.9429,0.0,0.0001,0.49,0.004,0.03,1019.2,0.1855,0.9126,0.712,0.0458,28.0083,2.362,0.664,1.293,9.3832,0.0481,0.0065,0.0056,0.0168,90.5722,0.0008,0.136
117,4323158,172,1441,2010-10-02 23:28:00,2010-12-14 09:04:18,42,1.2 - 3.5 µm,84.861,0.0,0.0009,0.0003,0.1262,0.01608,0.0043,0.0048,0.6243,0.0031,0.0058,0.199,0.009,0.273,1045.23,0.763,0.1803,5.6549,8.6888,1.3328,0.051,0.062,1.116,0.7822,0.0025,0.0383,0.1532,0.0226,0.0024,0.0026,0.003
118,8425268,118,1545,2011-12-31 01:09:24,2011-12-31 02:09:24,42,0.05 - 0.14 µm,7.248,0.0257,0.0024,0.0008,1.6546,0.0027,0.0529,0.3085,0.4397,0.0,0.0162,2.463,0.018,0.049,2.36,0.5236,0.6799,0.4951,105.5105,1.7586,0.0238,0.037,1.082,0.0162,0.0553,0.0121,0.0704,0.002,1.5878,2.7014,0.003
119,3691611,179,1415,2011-11-08 00:47:51,2011-11-08 01:47:51,42,0.14 - 0.42 µm,153.857,0.0004,0.2381,0.0154,0.0013,0.00958,1.1521,0.4938,0.6389,0.0003,0.0002,0.312,0.002,3.654,1941.86,0.2435,0.032,0.1092,4.3394,5.0447,0.7079,0.03,0.1,0.0271,0.0545,0.0734,0.5966,0.0017,1.1003,0.0014,0.003
120,13412144,29,1129,2012-02-07 04:44:49,2012-02-07 05:44:49,42,0.05 - 0.14 µm,9.386,0.0,0.0095,0.3825,0.0079,0.01055,3.0396,0.6539,0.7822,0.0,0.0001,0.313,0.002,0.335,101.81,3.0408,0.427,0.3274,0.778,6037.5179,0.9567,0.285,1.655,0.4594,0.0015,0.0255,0.0702,0.0014,0.0046,0.0003,0.003
121,6062919,293,942,2010-01-12 21:03:40,2010-01-12 22:03:40,42,0.05 - 0.14 µm,96.794,0.0275,0.0029,0.1284,0.0008,0.0163,0.5952,0.0741,3.4425,0.0017,0.0001,0.469,0.03,0.115,255.84,2.6344,4.642,2.5841,21.1142,11.1309,0.3112,0.025,1.089,0.0095,0.4618,0.1009,0.0016,0.0111,0.0646,0.0004,0.003
122,14052805,0,1029,2010-01-25 21:48:41,2010-01-25 22:48:41,42,0.14 - 0.42 µm,0.071,0.0,0.0111,0.0003,0.5606,0.24338,0.0073,0.2274,0.4685,0.0055,0.0171,0.263,0.146,0.836,2227.11,10.6298,0.4358,2.1325,2.1304,761.3537,0.0429,0.096,2.803,0.0544,0.021,0.0731,0.0021,0.0154,113.2358,0.001,0.125
123,6101652,3,1552,2010-02-22 00:40:33,2010-02-22 01:40:33,42,1.2 - 3.5 µm,0.761,0.0031,0.0848,0.297,1.2841,0.0027,0.0033,0.0043,0.6787,0.0046,0.0001,0.166,0.012,0.238,39.29,23.2899,0.1566,0.9169,0.6143,15415.9,0.3028,0.036,2.087,0.0316,0.0015,0.0002,0.0024,0.1589,0.0036,0.0008,0.003
124,1289778,15,1517,2010-01-16 18:53:06,2010-02-04 10:58:21,42,0.42 - 1.2 µm,83.698,1.026,0.1128,0.0003,0.2165,0.03441,0.0034,0.0093,0.9114,0.0001,0.0001,0.745,0.003,0.71,5198.01,2.0716,2.192,0.573,0.4126,3.9782,0.1517,0.024,0.68,0.0153,0.0112,0.0535,0.0128,0.0012,0.0024,0.0008,0.003
125,9613542,17,1330,2011-12-07 22:25:35,2011-12-27 23:32:57,42,0.14 - 0.42 µm,0.611,0.2657,0.0034,0.0003,0.0608,0.03302,0.0038,0.2519,1.0604,0.0003,0.0001,0.12,0.003,0.129,12.31,0.1833,0.0828,0.815,0.0072,290.2868,0.0322,0.051,2.532,0.0733,0.0074,0.0014,8.8283,11.6373,6.2887,0.2715,0.003
126,2229501,0,1039,2010-01-16 14:05:15,2012-01-10 14:57:54,42,3.5 - 10 µm,134.795,0.0024,0.2236,0.0695,0.0582,0.0066,0.2019,0.5911,0.3845,0.0159,0.0042,0.209,0.141,0.849,19.88,1.062,0.7733,2.323,0.5748,5.6327,0.2956,0.028,0.516,0.0056,0.0373,0.0053,1.0895,0.0122,68.1755,0.0007,0.003
127,12487000,1,1319,2010-01-12 15:03:18,2011-12-27 18:27:45,42,1.2 - 3.5 µm,3.687,1.1353,0.0018,0.0013,0.0136,0.04108,0.1731,0.2178,2.3365,0.0001,0.0082,0.65,0.427,0.064,17.22,0.0115,0.7213,1.3941,13.3323,102.5889,0.0114,0.032,0.783,0.0037,0.0403,0.048,0.0018,0.1828,0.0024,0.0012,0.009
128,4855952,126,1551,2011-02-14 06:23:50,2011-02-14 07:23:50,42,0.14 - 0.42 µm,156.038,0.4716,0.001,0.0063,0.1621,0.01443,0.1552,0.018,1.8588,0.015,0.0002,0.282,0.001,0.09,530.13,0.3537,0.6156,8.6108,0.006,308.0052,0.01,2.135,0.308,0.0028,0.0039,0.0123,0.116,6.218,0.197,0.0025,0.003
129,10954596,184,1181,2012-01-28 01:41:45,2012-01-28 02:41:45,42,3.5 - 10 µm,3.188,0.0002,0.0024,0.2738,0.2967,0.0052,1.9886,0.0136,0.5355,0.0011,0.0002,1.732,0.004,1.585,106.03,0.0082,0.2097,0.986,0.0228,40.1242,0.1163,0.024,1.861,0.1105,0.0035,0.0818,0.0137,0.002,30.7905,1.9856,0.003
130,652753,7,993,2010-12-26 11:24:28,2012-01-05 18:42:11,42,1.2 - 3.5 µm,11.314,0.0,0.0003,0.0165,0.1604,0.0954,0.3528,0.7619,0.8365,0.0014,0.0003,0.592,0.002,0.504,1.25,0.856,32.426,0.0646,5.5758,32.3591,0.3022,0.047,1.402,0.2643,0.0067,0.0341,0.0025,0.0014,16.0487,0.0004,0.013
131,7889146,2,1260,2010-01-16 07:28:53,2011-02-18 16:03:14,42,0.42 - 1.2 µm,1.592,0.0011,0.0011,0.0003,0.0099,0.00312,0.008,0.0786,1.2617,0.0014,0.0001,0.476,0.018,0.227,2.18,0.0673,0.3665,0.3533,101.5743,4969.8611,0.01,0.038,1.659,0.0294,1.335,0.0711,0.0065,0.0042,0.7378,0.0008,0.016
132,11656217,40,1446,2011-03-05 08:39:23,2011-03-05 09:39:23,42,1.2 - 3.5 µm,0.138,0.199,0.0208,0.0361,0.0192,0.06811,6.7597,0.043,1.1828,0.0032,0.0001,1.416,0.254,0.907,5.1,0.836,0.1009,0.9125,0.659,28.2393,0.3139,0.161,0.766,0.0022,0.0109,0.1006,0.0074,3.9341,0.0213,0.0019,0.004
133,2595296,4,1538,2010-01-23 15:07:46,2011-11-29 20:29:51,42,0.05 - 0.14 µm,2.59,0.0003,0.0016,0.0378,1.592,0.00271,0.0048,0.2979,0.8401,0.0002,0.003,3.55,0.011,0.062,16.1,0.0145,1.7367,1.6619,282.025,19348.59,0.0277,0.208,1.88,0.0131,0.0738,0.002,0.0174,0.0026,0.0024,0.2205,0.038
134,14954496,63,898,2010-01-12 15:05:55,2011-03-11 13:17:00,42,0.05 - 0.14 µm,28.226,0.0375,0.0,0.0003,0.0781,0.06978,0.0047,0.0583,0.6889,0.0004,0.0001,0.194,0.004,0.068,116.01,1.1976,0.0344,8.2843,0.0117,3.6956,0.6232,0.178,0.619,0.2958,0.0547,0.0876,0.003,0.0025,21.0985,0.0005,7.776
135,11736615,59,965,2011-02-20 22:00:25,2011-02-20 23:00:25,42,0.14 - 0.42 µm,3.754,0.0,0.0024,0.035,0.0105,0.00537,0.1639,0.359,0.453,0.0397,0.0002,0.451,0.006,0.617,332.73,0.0904,0.1229,0.1085,0.006,9.6853,0.3695,0.04,1.896,0.0024,0.1666,0.0006,0.0023,0.3364,1.3108,0.0006,0.113
